age,gender,physical_activity_level,diet_type,bmi,caffeine_intake_mg,water_intake_liters,screen_time_hours,daily_steps,calories_burned,resting_heart_rate,deep_sleep_hours,sleep_quality_score,daily_stress_level,sleep_deviation
32,Female,High,Unhealthy,17.5,150.0,3.3,4.8,15887,1610,50.0,1.7,4.5,Low,1.5
50,Female,Low,Unhealthy,22.9,154.0,1.1,10.9,6471,1448,63.0,2.3,4.2,Medium,1.5
42,Male,Low,Average,21.5,88.0,4.0,7.6,5124,1326,62.0,1.1,3.8,Medium,1.2999999999999998
34,Female,Low,Average,26.4,161.0,1.4,6.9,5315,1491,69.0,2.5,5.6,Low,0.1999999999999993
50,Male,Medium,Average,38.0,232.0,1.6,6.6,8345,2497,82.0,2.1,5.7,Low,0.8000000000000007
64,Male,Low,Average,27.8,167.0,2.1,8.9,2090,1701,76.0,1.0,3.3,Low,1.9000000000000004
19,Female,Medium,Average,35.9,177.0,2.0,7.6,12046,2203,71.0,2.2,4.7,Low,1.0
31,Male,Medium,Healthy,27.3,352.0,2.8,2.0,9328,1771,72.0,2.0,5.6,Low,0.20000000000000018
57,Female,Medium,Healthy,22.5,241.0,2.7,5.9,9046,1407,65.0,1.7,4.1,Low,0.7000000000000002
57,Male,Medium,Unhealthy,26.4,27.0,2.6,7.8,9747,2202,67.0,2.1,4.5,Low,0.5999999999999996
68,Male,Low,Average,32.1,187.0,1.4,4.6,1429,1611,86.0,1.9,4.9,Medium,0.1999999999999993
56,Male,Medium,Average,32.3,119.0,2.4,5.7,6997,2133,71.0,2.0,5.4,Low,0.3000000000000007
68,Other,Medium,Unhealthy,22.7,278.0,2.5,6.0,9243,2040,59.0,1.5,3.1,Medium,0.9000000000000004
23,Female,High,Average,26.0,215.0,3.5,11.0,13565,1905,60.0,1.8,4.3,Low,0.6999999999999993
23,Female,Medium,Average,19.3,369.0,2.7,8.5,7846,930,63.0,1.7,3.4,Medium,0.9000000000000004
20,Male,High,Healthy,28.3,88.0,2.8,7.8,17844,2430,53.0,1.6,3.9,Low,1.0999999999999996
24,Male,Medium,Unhealthy,31.2,171.0,4.1,4.1,8234,1787,69.0,1.4,4.5,Low,0.0
68,Other,High,Healthy,25.2,40.0,1.6,5.3,21134,1967,50.0,1.5,5.3,Low,0.7000000000000002
25,Male,Low,Average,22.3,193.0,2.2,9.1,3938,1628,72.0,1.2,2.9,Medium,1.2000000000000002
59,Male,Medium,Average,26.4,0.0,1.6,8.7,9609,1444,65.0,1.6,4.0,Low,0.2999999999999998
69,Female,High,Average,26.7,248.0,3.8,3.4,15452,2240,59.0,1.8,5.6,Low,0.7999999999999998
64,Female,Medium,Average,25.7,223.0,3.7,4.8,5937,1151,67.0,2.3,5.5,Low,0.7000000000000002
46,Female,High,Average,24.3,318.0,2.9,7.9,14111,1956,60.0,1.5,2.7,Medium,1.9000000000000004
50,Male,Medium,Average,29.0,233.0,2.8,13.8,11841,1473,64.0,0.9,1.5,High,3.3
69,Male,Low,Average,27.9,8.0,2.1,6.0,3409,1522,77.0,1.5,3.2,Medium,2.0
47,Male,Medium,Healthy,21.1,116.0,3.1,7.4,9037,1089,60.0,2.3,4.6,Low,1.2999999999999998
56,Female,Low,Average,21.0,187.0,1.5,5.6,3614,1128,63.0,2.1,4.8,Medium,1.4000000000000004
44,Female,High,Unhealthy,24.0,150.0,1.5,7.4,14664,1925,51.0,2.6,6.0,Low,0.8000000000000007
53,Male,Low,Unhealthy,27.9,169.0,2.2,10.6,5713,1708,73.0,1.5,3.3,Medium,1.5999999999999996
46,Male,Low,Average,25.6,443.0,4.0,6.5,4172,1488,75.0,1.2,3.2,Medium,2.0
55,Female,Low,Average,22.4,215.0,2.1,6.3,3076,1444,74.0,1.7,4.0,Medium,0.9000000000000004
50,Female,Medium,Average,26.0,257.0,2.2,9.8,11212,1748,58.0,1.8,3.6,Medium,1.5
54,Male,High,Unhealthy,23.7,0.0,2.7,3.8,12185,1629,54.0,2.5,5.6,Low,0.40000000000000036
44,Male,Low,Unhealthy,28.5,311.0,3.2,7.2,5015,1682,73.0,2.3,4.7,Medium,1.2999999999999998
50,Male,Low,Average,26.3,627.0,3.5,5.2,1764,1253,85.0,1.9,4.3,High,1.9000000000000004
39,Other,High,Unhealthy,25.9,133.0,2.4,4.8,21813,2181,50.0,1.2,4.4,Low,0.7000000000000002
19,Male,Medium,Unhealthy,30.3,542.0,2.7,3.4,7945,1975,77.0,1.9,5.0,Low,1.0
27,Female,Medium,Average,22.7,204.0,2.8,2.0,5947,1337,65.0,2.1,3.9,Low,1.0999999999999996
22,Male,Medium,Unhealthy,26.6,245.0,3.2,5.9,9535,1811,70.0,1.8,3.9,Low,2.3
50,Male,Medium,Healthy,26.7,156.0,2.5,9.0,12282,1422,53.0,1.0,3.7,Low,1.2999999999999998
55,Female,Medium,Unhealthy,22.4,0.0,3.4,3.7,6801,1099,61.0,1.3,4.0,Low,1.0
30,Female,High,Average,25.4,318.0,3.3,7.4,9989,1557,71.0,2.1,5.3,Low,1.0999999999999996
48,Female,High,Average,29.4,155.0,3.2,8.4,14911,2040,62.0,2.3,4.6,Low,0.09999999999999964
64,Male,Medium,Average,21.3,171.0,2.1,7.9,9166,1686,63.0,1.7,4.0,Medium,1.2999999999999998
53,Male,Medium,Average,19.7,241.0,3.1,7.6,6462,1334,61.0,1.7,3.2,Low,1.9000000000000004
62,Male,Medium,Unhealthy,19.8,137.0,3.5,2.0,9920,1491,58.0,1.7,5.1,Low,1.5
69,Male,Medium,Average,27.4,380.0,2.6,6.8,7458,1943,75.0,1.9,4.2,Low,1.7000000000000002
32,Female,Medium,Healthy,19.4,260.0,3.8,8.4,9089,1131,63.0,2.3,5.7,Low,0.7000000000000002
46,Male,High,Average,23.8,176.0,2.8,10.5,13137,1962,54.0,2.2,4.2,Medium,0.2999999999999998
25,Male,Low,Average,27.5,181.0,2.4,6.4,2897,1511,71.0,1.2,4.7,Medium,0.7999999999999998
22,Male,Medium,Average,26.7,230.0,3.7,6.1,4772,1422,73.0,2.6,4.8,Low,0.5
46,Male,Medium,Average,23.5,75.0,2.1,7.3,6765,1386,65.0,1.2,4.8,Low,0.7000000000000002
64,Male,Low,Healthy,25.8,231.0,1.1,7.1,7741,1474,73.0,1.6,4.1,Low,0.7000000000000002
21,Male,Medium,Average,25.4,302.0,1.9,8.1,8071,1621,69.0,2.0,4.0,Low,1.5
29,Female,High,Healthy,24.1,213.0,3.4,8.3,10948,1626,63.0,1.4,3.7,Low,1.4000000000000004
62,Female,High,Average,24.2,136.0,2.9,6.6,17800,2169,50.0,2.1,4.1,Low,0.5
19,Male,Medium,Average,33.9,156.0,2.6,8.2,7906,2397,74.0,2.1,4.2,Medium,1.7000000000000002
44,Male,Low,Healthy,28.2,297.0,3.3,6.5,4438,1506,79.0,2.2,4.5,Medium,1.0
48,Male,High,Unhealthy,34.9,34.0,2.6,3.4,14822,2078,70.0,1.9,4.8,Low,0.7999999999999998
68,Male,Medium,Average,23.0,77.0,2.3,4.1,10970,1722,57.0,1.9,3.9,Low,0.5999999999999996
68,Male,Medium,Average,24.7,0.0,3.2,2.0,5342,1637,67.0,1.7,6.8,Low,1.0999999999999996
53,Female,Low,Average,19.7,205.0,2.2,11.2,6189,1308,61.0,2.2,5.4,Medium,0.0
60,Male,Medium,Average,22.9,432.0,1.7,6.5,6292,1426,67.0,1.1,3.4,Medium,2.2
44,Male,Low,Average,32.7,96.0,1.8,9.4,3629,1656,78.0,2.1,4.7,Medium,1.5999999999999996
37,Male,Medium,Healthy,20.8,139.0,2.0,3.4,11617,1933,55.0,1.5,6.3,Low,1.0
28,Male,Medium,Unhealthy,23.6,447.0,2.0,5.0,10870,1414,65.0,1.4,4.3,Low,0.20000000000000018
27,Female,Low,Unhealthy,24.7,395.0,2.4,8.3,3418,1613,79.0,1.8,3.4,High,2.4000000000000004
57,Male,Low,Average,28.7,225.0,2.4,5.8,7014,1798,82.0,1.5,4.8,Low,0.9000000000000004
55,Female,Low,Healthy,26.8,107.0,1.3,5.2,5426,1678,67.0,2.1,5.4,Low,0.0
23,Female,Medium,Healthy,23.3,0.0,0.5,9.1,8942,1750,60.0,2.0,4.6,Low,0.1999999999999993
25,Male,Low,Average,24.5,0.0,2.8,4.9,3578,1230,67.0,1.8,4.8,Medium,0.7000000000000002
40,Female,Medium,Healthy,23.7,0.0,2.6,13.2,6845,1398,65.0,1.9,3.7,Low,1.5
64,Male,Low,Average,21.3,0.0,1.4,11.0,4813,1352,68.0,2.1,3.8,Medium,1.0
43,Female,Low,Unhealthy,21.4,481.0,2.8,6.5,4575,883,73.0,1.9,3.9,Medium,2.5
63,Male,Medium,Unhealthy,29.1,5.0,2.8,10.1,7218,2073,72.0,2.0,4.5,Low,1.2000000000000002
60,Male,Low,Healthy,17.7,40.0,2.3,7.5,5670,1134,55.0,1.6,4.4,Low,0.40000000000000036
29,Female,Low,Unhealthy,31.5,61.0,4.1,6.0,4245,1556,81.0,2.0,4.3,Low,1.0
43,Female,Medium,Average,23.6,589.0,3.5,11.9,8836,1752,77.0,1.9,3.9,High,1.0
30,Other,Medium,Healthy,21.9,190.0,2.2,8.0,10145,1519,59.0,1.9,4.8,Low,0.7999999999999998
57,Female,Medium,Average,28.0,349.0,2.2,4.8,9653,1641,73.0,0.9,4.0,Low,2.3
35,Male,Low,Average,30.9,226.0,1.3,8.2,1570,1796,80.0,2.0,4.2,Medium,1.7000000000000002
42,Male,High,Unhealthy,29.5,0.0,3.5,11.2,16285,1661,54.0,2.0,4.0,Medium,2.2
50,Male,High,Healthy,27.0,429.0,2.7,7.0,14083,1997,66.0,1.4,4.0,Low,1.2000000000000002
64,Male,Medium,Healthy,29.3,260.0,3.2,7.5,7105,2011,81.0,1.0,3.0,Low,2.0
57,Male,Medium,Average,18.1,181.0,0.8,6.3,8104,1062,52.0,1.3,3.4,Low,1.0
60,Female,High,Unhealthy,22.9,464.0,3.1,7.9,13081,1411,62.0,2.3,3.7,Medium,1.4000000000000004
29,Male,Low,Unhealthy,21.4,148.0,2.1,4.6,4190,1322,71.0,2.1,5.2,Low,0.40000000000000036
61,Male,Low,Healthy,29.9,178.0,3.0,5.0,3968,1518,83.0,1.9,5.4,Low,0.3000000000000007
53,Male,Low,Average,23.5,148.0,2.9,6.1,5031,1825,68.0,1.7,5.6,Low,0.09999999999999964
65,Female,High,Unhealthy,28.4,361.0,2.5,7.4,9404,1690,76.0,2.9,5.7,Medium,0.3000000000000007
21,Female,Medium,Average,27.1,322.0,1.9,9.8,8367,1650,73.0,1.2,3.4,Medium,1.7000000000000002
22,Female,High,Unhealthy,21.6,241.0,2.8,6.6,13914,1740,60.0,1.3,3.8,Medium,0.9000000000000004
54,Male,Low,Unhealthy,22.7,42.0,1.8,9.1,7377,1066,61.0,1.5,4.0,Medium,1.7000000000000002
25,Female,High,Healthy,30.2,144.0,3.3,5.9,8128,1847,72.0,1.6,5.5,Low,0.9000000000000004
59,Male,High,Average,21.9,42.0,1.9,8.5,16766,1989,50.0,1.4,4.0,Medium,0.20000000000000018
66,Female,High,Healthy,25.5,374.0,2.5,10.0,15300,1870,59.0,1.7,2.8,Medium,2.3
45,Female,Medium,Unhealthy,21.9,0.0,1.9,6.7,9532,1246,56.0,2.4,4.3,Low,1.0
48,Male,High,Average,23.7,439.0,2.6,7.9,12658,1604,60.0,1.2,4.0,Medium,2.2
26,Female,High,Unhealthy,24.8,393.0,1.7,5.5,14958,1455,65.0,1.9,5.0,Low,0.7999999999999998
68,Female,Medium,Unhealthy,21.9,62.0,1.9,8.5,8290,1368,60.0,1.2,3.3,Low,1.7999999999999998
46,Male,Medium,Healthy,21.2,137.0,4.3,2.0,15072,1884,50.0,1.6,4.8,Low,1.5999999999999996
31,Female,Medium,Healthy,26.1,93.0,3.2,2.9,7381,1475,65.0,2.3,4.5,Low,0.5999999999999996
57,Male,Medium,Average,21.6,264.0,2.8,8.4,6429,1476,61.0,1.3,3.9,Low,2.5999999999999996
58,Male,Medium,Unhealthy,21.8,411.0,2.9,2.9,12002,1273,63.0,2.2,5.4,Low,0.9000000000000004
39,Male,Low,Unhealthy,21.2,377.0,2.7,5.8,4515,1616,68.0,1.7,4.5,Low,1.7000000000000002
28,Male,Medium,Unhealthy,24.7,135.0,2.4,10.5,9027,1822,61.0,2.3,3.7,Medium,1.2999999999999998
18,Male,Low,Average,31.0,375.0,1.8,13.0,4115,1449,81.0,2.1,3.6,High,1.0
63,Female,Low,Healthy,22.1,171.0,3.8,7.2,3371,1138,71.0,1.2,3.6,Low,2.0
54,Male,High,Healthy,33.6,198.0,2.6,6.8,14397,2312,66.0,1.7,5.2,Low,0.8000000000000007
38,Female,Low,Average,21.0,431.0,3.1,7.0,2738,1376,73.0,1.4,4.0,Medium,1.9000000000000004
43,Female,High,Unhealthy,29.3,358.0,3.8,4.7,9642,1428,70.0,1.6,4.7,Low,0.40000000000000036
63,Female,Medium,Average,22.1,383.0,2.9,6.5,6313,1598,69.0,1.1,3.6,Medium,0.7000000000000002
53,Male,Medium,Unhealthy,21.5,587.0,1.9,3.8,3276,1257,73.0,1.2,3.5,Medium,1.9000000000000004
40,Male,Low,Average,22.0,282.0,3.5,9.9,3453,1005,74.0,1.7,3.2,High,1.0
18,Male,Low,Average,24.8,248.0,3.9,8.8,3250,860,83.0,1.8,3.5,Medium,1.7000000000000002
68,Female,Medium,Average,27.3,403.0,0.9,4.1,9207,1760,73.0,1.7,4.2,Medium,1.4000000000000004
57,Female,Low,Average,27.7,498.0,2.4,5.3,4193,1596,79.0,1.3,4.3,Medium,0.9000000000000004
32,Male,Medium,Unhealthy,21.2,108.0,2.7,8.0,7721,1245,63.0,1.0,3.4,Medium,2.3
38,Male,High,Average,21.0,169.0,2.3,7.7,17532,1933,50.0,2.2,4.5,Low,1.0999999999999996
64,Female,Low,Average,21.3,47.0,1.5,4.4,3374,1606,64.0,2.4,4.6,Low,0.20000000000000018
26,Male,Medium,Unhealthy,24.6,251.0,1.8,7.2,5780,1381,69.0,1.5,4.7,Medium,0.5
26,Female,High,Unhealthy,24.2,333.0,1.0,8.4,6417,1317,74.0,1.8,3.5,Medium,0.9000000000000004
27,Female,High,Average,21.2,57.0,3.3,8.5,14074,1966,52.0,2.0,3.0,Low,1.0999999999999996
69,Female,High,Average,26.1,370.0,3.6,11.2,13840,1814,58.0,2.0,4.2,High,1.0
43,Male,High,Healthy,34.1,132.0,3.6,7.6,17807,2549,64.0,1.7,4.7,Low,0.7999999999999998
58,Male,Medium,Healthy,23.0,119.0,2.5,3.9,6264,1279,63.0,2.2,6.6,Low,1.0999999999999996
52,Female,High,Healthy,23.3,369.0,2.7,4.3,16250,2043,57.0,1.8,5.0,Low,0.5
69,Female,High,Unhealthy,27.2,106.0,3.4,10.1,6550,1373,67.0,1.6,3.9,Medium,2.0999999999999996
42,Male,Medium,Healthy,22.8,0.0,2.3,11.0,5401,1385,63.0,1.6,2.5,Low,1.5999999999999996
43,Male,Medium,Average,27.7,311.0,1.7,6.9,8767,1794,68.0,1.5,3.4,Medium,2.0
28,Female,Medium,Average,22.1,180.0,2.0,8.0,9378,1443,60.0,1.8,4.0,Medium,2.3
55,Female,Medium,Unhealthy,32.3,379.0,2.6,7.2,4681,1674,80.0,1.1,3.1,Medium,2.4000000000000004
19,Female,Low,Healthy,26.4,324.0,1.9,6.3,2808,1790,76.0,1.6,4.3,Medium,1.4000000000000004
24,Other,Medium,Average,22.5,0.0,2.9,3.3,8090,1610,57.0,2.0,5.1,Low,1.0
35,Male,Medium,Average,22.6,397.0,1.4,8.2,7809,1269,65.0,1.7,4.3,Medium,1.4000000000000004
44,Male,Medium,Average,22.9,484.0,2.3,11.5,9095,1132,67.0,1.3,3.8,High,1.9000000000000004
51,Female,Low,Average,30.5,355.0,2.8,7.4,5370,2035,80.0,1.1,3.7,Medium,1.5999999999999996
44,Female,Medium,Average,19.9,361.0,2.6,6.2,5443,1027,71.0,1.9,4.5,Low,1.4000000000000004
34,Male,Low,Healthy,22.3,162.0,1.9,5.9,4665,1313,64.0,2.5,5.0,Low,0.5
60,Male,Low,Average,22.8,128.0,3.1,8.2,2920,1275,67.0,1.3,4.1,Medium,0.09999999999999964
61,Female,Medium,Healthy,24.9,231.0,2.7,9.9,8671,1649,66.0,2.0,3.9,Low,1.2999999999999998
68,Male,Medium,Unhealthy,23.9,337.0,0.8,8.3,7066,1139,64.0,2.1,4.0,Low,1.4000000000000004
41,Male,Low,Average,19.0,334.0,2.9,2.3,5615,1104,66.0,2.5,4.9,Low,0.5
24,Female,Medium,Healthy,24.6,119.0,2.1,9.1,6022,1459,69.0,1.9,3.8,Low,0.9000000000000004
69,Female,Medium,Unhealthy,22.5,0.0,1.8,6.5,4642,1453,71.0,2.1,4.1,Low,1.9000000000000004
23,Male,Medium,Average,27.7,297.0,1.7,5.7,10378,1833,68.0,1.8,3.7,Low,1.0999999999999996
41,Female,Low,Healthy,28.7,141.0,2.7,5.9,2941,1641,76.0,2.2,5.3,Low,0.2999999999999998
50,Female,Medium,Average,24.7,154.0,2.9,9.2,6796,1387,70.0,1.9,3.7,Medium,1.4000000000000004
66,Female,High,Average,25.9,459.0,2.6,2.1,16226,2285,60.0,2.0,5.2,Low,1.2999999999999998
46,Female,Medium,Unhealthy,17.5,289.0,3.3,8.3,5953,1055,62.0,2.0,2.6,Low,1.5
60,Male,High,Average,23.3,248.0,3.0,7.7,14597,1814,61.0,1.9,3.9,Medium,0.7000000000000002
39,Male,Medium,Healthy,29.0,324.0,0.9,7.7,8036,1794,76.0,1.7,3.9,Low,2.5
43,Male,Medium,Average,23.3,413.0,1.8,4.1,7836,1568,66.0,1.3,4.0,Low,1.7000000000000002
45,Male,High,Average,22.1,0.0,3.5,2.7,17585,2048,50.0,2.2,7.0,Low,0.8000000000000007
67,Female,Medium,Healthy,34.1,115.0,1.5,12.6,8932,1894,70.0,1.3,3.2,Low,1.2000000000000002
38,Female,High,Average,32.3,165.0,0.5,7.3,16937,2457,58.0,1.8,4.9,Low,0.40000000000000036
66,Female,Medium,Average,26.9,53.0,4.0,11.8,7500,1792,70.0,1.8,4.3,Medium,0.09999999999999964
24,Female,High,Unhealthy,29.6,160.0,2.7,9.3,11827,1987,64.0,1.1,3.3,Low,0.7000000000000002
34,Male,Medium,Average,17.5,0.0,2.0,7.3,10077,1323,50.0,1.5,4.0,Medium,0.7000000000000002
37,Male,High,Average,21.8,338.0,1.8,7.6,12288,1350,60.0,2.3,5.2,Medium,0.0
58,Male,Low,Healthy,23.1,122.0,3.0,9.7,4185,1254,69.0,1.6,3.8,Low,1.2999999999999998
66,Male,Medium,Healthy,24.1,230.0,2.9,10.0,8847,1177,63.0,2.3,3.2,Medium,1.0999999999999996
37,Male,High,Unhealthy,23.0,207.0,2.8,8.2,11691,1556,57.0,1.3,3.7,Low,2.2
39,Female,Low,Unhealthy,17.5,283.0,2.3,9.7,2850,976,67.0,1.6,3.7,Medium,1.2000000000000002
57,Male,High,Unhealthy,27.2,267.0,2.5,7.8,16232,2069,59.0,1.2,3.5,Low,0.9000000000000004
66,Male,Low,Average,31.4,158.0,3.4,5.5,4519,1992,73.0,2.8,5.9,Medium,0.3000000000000007
24,Female,Medium,Unhealthy,21.8,261.0,2.1,8.2,5293,1344,65.0,1.7,3.6,Low,1.0999999999999996
18,Male,Medium,Healthy,21.5,23.0,3.0,5.1,11905,1550,52.0,2.3,4.8,Low,0.2999999999999998
49,Female,Medium,Average,17.5,262.0,2.2,6.0,8760,1120,54.0,1.9,4.6,Low,1.5
47,Female,Low,Average,28.6,228.0,1.7,6.8,3771,1377,80.0,2.8,5.5,Low,0.09999999999999964
40,Male,Low,Average,22.6,92.0,2.5,10.3,3636,793,66.0,1.1,2.8,Medium,0.9000000000000004
68,Female,Low,Average,33.6,98.0,2.9,5.3,3441,2133,84.0,2.9,6.2,Low,0.5999999999999996
36,Male,Low,Average,24.0,286.0,2.0,2.0,5748,1622,71.0,1.1,4.9,Low,1.4000000000000004
49,Female,Medium,Healthy,25.6,285.0,2.8,10.3,12752,1570,62.0,1.1,2.6,Medium,2.8
47,Male,Medium,Average,19.5,253.0,2.5,7.1,6974,964,54.0,2.2,4.3,Low,1.4000000000000004
46,Male,Medium,Average,26.1,194.0,2.5,7.2,7084,1609,68.0,1.5,3.8,Low,0.40000000000000036
66,Female,Low,Unhealthy,17.5,230.0,2.0,5.0,3864,1042,63.0,1.2,4.7,Low,0.7999999999999998
62,Female,Medium,Average,27.8,190.0,3.3,2.3,5246,1763,73.0,1.9,4.8,Low,1.5999999999999996
46,Female,Medium,Healthy,27.9,142.0,1.7,5.0,9055,1690,66.0,1.4,4.8,Low,1.2000000000000002
47,Female,High,Average,30.4,313.0,2.7,8.4,14560,2333,62.0,1.7,4.5,Low,0.5
33,Female,Medium,Healthy,20.9,246.0,1.8,6.5,8299,1333,61.0,1.8,5.3,Low,0.40000000000000036
57,Male,High,Average,25.6,393.0,2.4,6.2,8441,1860,69.0,1.9,4.6,Medium,1.5
36,Female,Low,Healthy,27.3,367.0,3.0,2.8,1000,1368,86.0,2.4,6.1,Low,0.09999999999999964
35,Female,Medium,Average,26.8,241.0,2.3,11.5,7264,1457,70.0,1.5,3.5,Medium,1.0999999999999996
18,Female,Medium,Healthy,21.5,289.0,0.5,6.9,9323,1373,60.0,2.1,3.9,Low,1.7999999999999998
31,Female,High,Healthy,17.5,56.0,1.4,12.9,8665,1352,50.0,1.6,4.0,Low,0.5
68,Male,Medium,Unhealthy,26.4,188.0,0.8,7.9,9790,1782,73.0,1.9,3.7,Low,1.5999999999999996
64,Female,Medium,Unhealthy,24.4,251.0,2.6,10.9,7393,1526,71.0,1.8,3.6,Medium,1.9000000000000004
67,Male,Low,Average,22.7,0.0,2.5,5.2,2756,1036,68.0,2.1,4.4,Low,0.09999999999999964
19,Male,Medium,Healthy,28.1,264.0,2.2,3.2,8166,1719,67.0,2.4,5.2,Low,1.0999999999999996
45,Female,Low,Unhealthy,24.8,56.0,2.0,6.5,2053,1191,68.0,2.0,5.2,Low,0.40000000000000036
66,Male,Low,Unhealthy,19.7,72.0,2.7,8.4,1000,889,73.0,2.5,4.9,Medium,0.09999999999999964
67,Female,Low,Unhealthy,17.5,120.0,1.3,8.7,5809,1306,64.0,1.2,3.3,Medium,0.7999999999999998
47,Male,High,Average,20.5,195.0,3.3,8.0,13853,1425,53.0,1.8,3.9,Low,0.09999999999999964
55,Male,Medium,Healthy,34.6,0.0,2.6,12.7,6557,1827,74.0,1.2,2.3,Low,1.7999999999999998
68,Female,High,Healthy,27.9,328.0,1.7,8.0,12266,1948,64.0,2.2,4.2,Medium,1.2999999999999998
21,Female,High,Unhealthy,25.8,226.0,2.2,6.2,11675,1573,60.0,1.5,3.8,Medium,1.7000000000000002
18,Female,High,Unhealthy,24.3,488.0,2.4,6.4,12941,1621,70.0,1.8,4.3,Low,0.7999999999999998
25,Female,High,Average,24.0,245.0,1.4,5.0,13662,2131,57.0,2.6,5.9,Low,1.1999999999999993
46,Female,High,Average,29.7,285.0,3.0,7.7,16062,2094,64.0,1.5,3.4,Medium,1.2999999999999998
56,Male,Low,Average,23.0,71.0,3.3,9.7,2956,1403,72.0,1.2,2.8,High,2.7
20,Male,Low,Unhealthy,27.3,22.0,2.6,10.5,2413,1964,70.0,1.6,2.9,Medium,0.5999999999999996
27,Female,Medium,Average,32.8,36.0,4.6,6.9,12927,2262,64.0,2.6,4.8,Low,0.40000000000000036
27,Female,Low,Healthy,28.0,296.0,1.0,5.4,4235,1631,82.0,1.4,4.8,Low,1.4000000000000004
36,Male,Medium,Average,30.0,455.0,2.5,9.4,8799,1786,78.0,1.3,2.5,Medium,3.3
63,Female,Medium,Average,22.7,341.0,1.4,3.9,7490,1459,67.0,2.0,4.7,Low,1.7999999999999998
51,Female,High,Unhealthy,29.2,285.0,3.7,5.2,19199,2192,57.0,2.0,5.0,Medium,2.0999999999999996
50,Male,Medium,Healthy,23.7,240.0,2.7,2.0,9719,1391,61.0,2.2,5.8,Low,0.09999999999999964
40,Male,Medium,Healthy,25.4,142.0,1.9,4.1,5918,1673,66.0,1.4,4.4,Low,0.2999999999999998
45,Female,Medium,Average,31.5,182.0,2.3,5.5,8315,1545,71.0,1.8,4.8,Low,1.2000000000000002
49,Female,Medium,Average,20.8,115.0,3.6,5.7,7226,1330,62.0,1.8,4.3,Low,1.7000000000000002
67,Female,High,Average,25.8,2.0,2.9,3.8,15233,1843,55.0,1.9,4.5,Low,0.20000000000000018
24,Male,Low,Average,26.8,205.0,3.0,4.2,5494,1352,74.0,1.2,3.0,Medium,2.2
46,Other,Medium,Average,27.1,366.0,3.7,10.2,5553,1701,71.0,1.2,2.5,Medium,2.2
25,Male,Medium,Unhealthy,23.2,6.0,3.3,5.1,8717,1304,60.0,2.9,6.8,Low,1.1999999999999993
18,Male,Medium,Average,33.3,409.0,3.4,2.5,6385,1838,85.0,2.4,5.3,Low,0.9000000000000004
20,Other,Low,Average,19.8,382.0,2.4,4.4,6124,1380,72.0,2.5,5.7,Medium,0.6999999999999993
41,Male,Low,Healthy,30.8,259.0,0.7,4.4,5449,1372,74.0,1.3,4.3,Low,2.4000000000000004
40,Female,Low,Unhealthy,29.9,260.0,2.6,6.8,1015,1751,87.0,1.4,4.7,Medium,1.4000000000000004
25,Male,Medium,Unhealthy,32.6,172.0,2.0,7.9,5746,1852,83.0,1.1,3.2,Low,2.0
64,Female,High,Average,18.6,206.0,3.1,3.6,9968,1266,53.0,1.5,5.0,Low,0.7000000000000002
54,Female,Medium,Healthy,21.5,130.0,1.1,7.8,7876,1114,63.0,1.1,4.0,Low,1.0999999999999996
20,Male,Low,Healthy,31.0,204.0,3.2,10.5,4452,1746,74.0,1.3,3.6,Medium,1.9000000000000004
68,Female,Medium,Average,17.5,220.0,2.7,9.5,9582,1263,55.0,1.1,2.8,Medium,2.3
45,Female,High,Average,23.0,284.0,3.0,8.0,13152,1582,60.0,1.1,2.5,Medium,1.7000000000000002
64,Male,Medium,Average,25.8,168.0,2.5,6.2,8568,1437,66.0,2.4,5.0,Low,0.7000000000000002
25,Male,High,Average,31.4,185.0,2.2,10.5,23451,2570,50.0,1.6,3.5,Low,0.20000000000000018
51,Male,Medium,Unhealthy,24.3,93.0,3.4,8.1,4970,1298,70.0,2.0,4.3,Medium,0.09999999999999964
52,Male,High,Average,22.6,117.0,3.0,5.0,8362,1565,59.0,1.6,5.6,Low,0.09999999999999964
41,Male,Low,Healthy,26.9,125.0,2.4,5.3,2921,1620,77.0,1.1,3.6,Low,2.0
31,Male,Low,Healthy,26.8,107.0,2.6,6.7,2893,1753,73.0,1.7,4.1,Low,1.0
49,Male,Medium,Average,24.3,111.0,2.5,10.0,7975,1500,64.0,1.3,3.5,Medium,1.0999999999999996
63,Male,Medium,Average,17.5,90.0,1.1,6.6,5659,1371,58.0,1.8,4.8,Low,1.0999999999999996
60,Female,Medium,Healthy,21.3,369.0,1.4,5.0,6809,1488,72.0,1.0,3.4,Low,2.2
33,Other,High,Average,30.7,221.0,2.4,9.6,13116,2126,70.0,2.1,4.8,Low,0.2999999999999998
21,Male,Low,Average,25.7,157.0,1.0,10.2,3593,1426,73.0,1.8,3.6,Medium,2.0
69,Female,Medium,Unhealthy,23.7,204.0,2.4,5.0,7717,1384,65.0,1.9,4.3,Medium,0.20000000000000018
54,Female,High,Average,29.5,232.0,1.8,10.7,13551,2256,61.0,2.6,4.6,Low,0.40000000000000036
38,Male,Medium,Average,20.5,87.0,2.4,9.4,6385,1479,68.0,1.0,3.1,Medium,2.9000000000000004
31,Female,High,Unhealthy,24.1,0.0,2.6,5.6,13234,1525,56.0,1.5,5.1,Low,0.5999999999999996
